"chr"	"id"	"rsid"	"description"	"level"
"chr6"	32168771	"rs3134942"	"Single_Nucleotides|eQTL|HLA-DQA1, Motifs|PWM|Sox13, Motifs|Footprinting|Pax-4, Motifs|PWM|Pax-4, Chromatin_Structure|DNase-seq|Gm12892, Chromatin_Structure|DNase-seq|Hepg2"	"1f"
"chr6"	32172993	"rs3131296"	"Single_Nucleotides|eQTL|HLA-DQA1, Motifs|PWM|PPARalpha:RXRalpha, Motifs|PWM|MyoD, Motifs|Footprinting|, Protein_Binding|ChIP-seq|USF1"	"1f"
"chr6"	32361821	"rs3129953"	"Single_Nucleotides|eQTL|HLA-A, Single_Nucleotides|eQTL|HLA-DOB, Single_Nucleotides|eQTL|HLA-DPB1, Single_Nucleotides|eQTL|HLA-DQA1, Single_Nucleotides|eQTL|HLA-DQB1, Single_Nucleotides|eQTL|HLA-DRA, Single_Nucleotides|eQTL|HLA-DRB1, Single_Nucleotides|eQTL|HLA-DRB5, Single_Nucleotides|eQTL|HLA-DRB6, Single_Nucleotides|eQTL|LST1, Motifs|Footprinting|MEIS1B:HOXA9, Motifs|PWM|MEIS1B:HOXA9, Chromatin_Structure|DNase-seq|Huvec, Chromatin_Structure|FAIRE|Huvec, Chromatin_Structure|DNase-seq|Hpde6e6e7, Chromatin_Structure|DNase-seq|Nhek, Chromatin_Structure|DNase-seq|Phte, Chromatin_Structure|FAIRE|Nhek, Protein_Binding|ChIP-seq|TRIM28, Protein_Binding|ChIP-seq|CTCF"	"1b"
"chr6"	32398202	"rs9268589"	"Single_Nucleotides|eQTL|HLA-DRB1, Single_Nucleotides|eQTL|HLA-DRB5, Single_Nucleotides|eQTL|HLA-DRA, Single_Nucleotides|eQTL|NA, Chromatin_Structure|DNase-seq|H7es"	"1f"
"chr6"	32399187	"rs4321864"	"Single_Nucleotides|eQTL|HLA-DQA2, Single_Nucleotides|eQTL|HLA-DQA2, Motifs|PWM|TBX18, Protein_Binding|ChIP-seq|MAFF, Protein_Binding|ChIP-seq|MAFK, Protein_Binding|ChIP-seq|MAFK, Protein_Binding|ChIP-seq|MAFK"	"1f"
"chr6"	32399833	"rs9268605"	"Single_Nucleotides|eQTL|HLA-DQA2, Motifs|PWM|OCT-x, Motifs|Footprinting|OCT-x, Motifs|Footprinting|OCT-x, Chromatin_Structure|DNase-seq|Hpaf, Chromatin_Structure|DNase-seq|T47d, Chromatin_Structure|DNase-seq|Ag04449, Chromatin_Structure|DNase-seq|Hvmf, Chromatin_Structure|DNase-seq|Aoaf, Chromatin_Structure|DNase-seq|Nb4, Chromatin_Structure|DNase-seq|Hre, Chromatin_Structure|DNase-seq|Hrgec, Chromatin_Structure|DNase-seq|Mcf7, Chromatin_Structure|FAIRE|Huvec, Chromatin_Structure|FAIRE|Gm18507, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|RFX5, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF"	"1b"
"chr6"	32400070	"rs9268606"	"Single_Nucleotides|eQTL|HLA-DRB1, Single_Nucleotides|eQTL|HLA-DRB5, Single_Nucleotides|eQTL|HLA-DRA, Single_Nucleotides|eQTL|NA, Single_Nucleotides|eQTL|HLA-DQA2, Chromatin_Structure|DNase-seq|T47d, Chromatin_Structure|DNase-seq|Mcf7, Chromatin_Structure|DNase-seq|Gm12878, Chromatin_Structure|DNase-seq|Gm18507, Chromatin_Structure|DNase-seq|Gm06990, Chromatin_Structure|DNase-seq|Hl60, Chromatin_Structure|DNase-seq|Ag04450, Chromatin_Structure|DNase-seq|Hffmyc, Chromatin_Structure|DNase-seq|Gm19238, Chromatin_Structure|DNase-seq|Gm19240, Chromatin_Structure|DNase-seq|Nhek, Chromatin_Structure|DNase-seq|Panc1, Chromatin_Structure|DNase-seq|Th2, Chromatin_Structure|DNase-seq|Wi38, Chromatin_Structure|DNase-seq|Wi38, Chromatin_Structure|FAIRE|Gm18507, Chromatin_Structure|FAIRE|K562, Chromatin_Structure|DNase-seq|Gm12865, Chromatin_Structure|DNase-seq|Hrce, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|RFX5, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|RAD21, Protein_Binding|ChIP-seq|SMC3, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|RAD21, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|BATF, Protein_Binding|ChIP-seq|SMC3, Protein_Binding|ChIP-seq|RAD21, Protein_Binding|ChIP-seq|RAD21, Protein_Binding|ChIP-seq|SMC3, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF"	"1f"
"chr6"	32404093	"rs4612206"	"Single_Nucleotides|eQTL|HLA-DQA2, Motifs|PWM|TBX22, Motifs|PWM|TBX18, Motifs|PWM|Eomes, Chromatin_Structure|FAIRE|Gm12892, Chromatin_Structure|FAIRE|Gm12891, Chromatin_Structure|DNase-seq|Gm06990"	"1f"
"chr6"	32406530	"rs9268634"	"Single_Nucleotides|eQTL|HLA-DQA2, Chromatin_Structure|FAIRE|Gm19239, Chromatin_Structure|DNase-seq|Gm06990"	"1f"
"chr6"	32408527	"rs9268645"	"Single_Nucleotides|eQTL|ERG, Single_Nucleotides|eQTL|FLJ20186, Single_Nucleotides|eQTL|HLA-DQB1, Single_Nucleotides|eQTL|HLA-DRA, Single_Nucleotides|eQTL|HLA-DRB1, Single_Nucleotides|eQTL|HLA-DRB5, Single_Nucleotides|eQTL|HLA-DRB1, Single_Nucleotides|eQTL|HLA-DRB5, Single_Nucleotides|eQTL|HLA-DRA, Single_Nucleotides|eQTL|NA, Single_Nucleotides|eQTL|HLA-DQA2, Chromatin_Structure|FAIRE|Gm12891, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|WRNIP1, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A"	"1f"
"chr6"	32409656	"rs9268657"	"Single_Nucleotides|eQTL|HLA-DQA2, Single_Nucleotides|eQTL|HLA-DQA1, Single_Nucleotides|eQTL|HLA-DRB5, Chromatin_Structure|DNase-seq|Monocd14, Chromatin_Structure|FAIRE|Gm19239, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A"	"1f"
"chr6"	32657436	"rs3129716"	"Single_Nucleotides|eQTL|HLA-DQA1, Single_Nucleotides|eQTL|BTN3A2, Single_Nucleotides|eQTL|HLA-A, Single_Nucleotides|eQTL|HLA-DPB1, Single_Nucleotides|eQTL|HLA-DQA1, Single_Nucleotides|eQTL|HLA-DQB1, Single_Nucleotides|eQTL|HLA-DRB1, Single_Nucleotides|eQTL|HLA-DRB5, Chromatin_Structure|FAIRE|Gm12892, Chromatin_Structure|FAIRE|Gm18507, Chromatin_Structure|FAIRE|Gm12891, Chromatin_Structure|FAIRE|Gm19239, Chromatin_Structure|DNase-seq|Gm18507, Chromatin_Structure|DNase-seq|Gm12878, Chromatin_Structure|DNase-seq|Gm19238, Chromatin_Structure|DNase-seq|Th1, Chromatin_Structure|FAIRE|Gm12878, Chromatin_Structure|DNase-seq|Gm12864, Chromatin_Structure|DNase-seq|Gm12865, Chromatin_Structure|DNase-seq|Th2, Chromatin_Structure|DNase-seq|Gm19239, Protein_Binding|ChIP-seq|BATF, Protein_Binding|ChIP-seq|SP1, Protein_Binding|ChIP-seq|NFKB1, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|MEF2A, Protein_Binding|ChIP-seq|NFKB1, Protein_Binding|ChIP-seq|BCL11A, Protein_Binding|ChIP-seq|POU2F2, Protein_Binding|ChIP-seq|POU2F2, Protein_Binding|ChIP-seq|YY1, Protein_Binding|ChIP-seq|YY1, Protein_Binding|ChIP-seq|YY1, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|PAX5, Protein_Binding|ChIP-seq|BCLAF1, Protein_Binding|ChIP-seq|NFKB1, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|RFX5, Protein_Binding|ChIP-seq|TBP, Protein_Binding|ChIP-seq|NFKB1, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|NFKB1, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|NFKB1, Protein_Binding|ChIP-seq|NFKB1, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|NFKB1, Protein_Binding|ChIP-seq|NFKB1, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|PAX5, Protein_Binding|ChIP-seq|SRF, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POU2F2, Protein_Binding|ChIP-seq|POU2F2, Protein_Binding|ChIP-seq|PAX5, Protein_Binding|ChIP-seq|PAX5"	"1f"
"chr6"	35993906	"rs3761980"	"Single_Nucleotides|eQTL|SLC26A8, Chromatin_Structure|DNase-seq|Myometr, Chromatin_Structure|DNase-seq|Hepatocytes, Chromatin_Structure|DNase-seq|Huvec, Chromatin_Structure|FAIRE|Huvec, Chromatin_Structure|DNase-seq|Gliobla, Chromatin_Structure|DNase-seq|Chorion, Chromatin_Structure|DNase-seq|Progfib, Chromatin_Structure|DNase-seq|Werirb1, Chromatin_Structure|DNase-seq|8988t, Chromatin_Structure|FAIRE|Gliobla, Chromatin_Structure|DNase-seq|Htr8, Chromatin_Structure|DNase-seq|Wi38, Chromatin_Structure|DNase-seq|Hmvecdneo, Chromatin_Structure|DNase-seq|Hipe, Chromatin_Structure|DNase-seq|Panc1, Chromatin_Structure|DNase-seq|Aosmc, Chromatin_Structure|FAIRE|K562, Chromatin_Structure|DNase-seq|Fibrobl, Chromatin_Structure|DNase-seq|Nhek, Chromatin_Structure|DNase-seq|Hsmmt, Chromatin_Structure|DNase-seq|Hmvecdlyad, Chromatin_Structure|DNase-seq|Aoaf, Chromatin_Structure|DNase-seq|Saec, Chromatin_Structure|DNase-seq|Stellate, Chromatin_Structure|DNase-seq|Skmc, Chromatin_Structure|DNase-seq|Hee, Chromatin_Structure|DNase-seq|Hcf, Chromatin_Structure|DNase-seq|Hae, Chromatin_Structure|DNase-seq|Nhdfneo, Chromatin_Structure|DNase-seq|Hmveclly"	"1f"
"chr6"	36002462	"rs16883860"	"Single_Nucleotides|eQTL|SLC26A8, Chromatin_Structure|DNase-seq|Nhdfneo"	"1f"
"chr6"	36062991	"rs7771484"	"Single_Nucleotides|eQTL|SLC26A8, Chromatin_Structure|FAIRE|Gliobla, Chromatin_Structure|FAIRE|Mcf7, Chromatin_Structure|DNase-seq|Hasp, Chromatin_Structure|DNase-seq|Saec, Chromatin_Structure|DNase-seq|Gm06990, Chromatin_Structure|DNase-seq|Helas3, Chromatin_Structure|FAIRE|Gm12891, Chromatin_Structure|DNase-seq|Gm19240, Chromatin_Structure|DNase-seq|Gliobla, Chromatin_Structure|DNase-seq|Hpde6e6e7, Chromatin_Structure|DNase-seq|Mcf7, Chromatin_Structure|FAIRE|Gm19239, Chromatin_Structure|DNase-seq|Gm18507, Chromatin_Structure|DNase-seq|Htr8, Chromatin_Structure|DNase-seq|Gm19239, Chromatin_Structure|DNase-seq|Cll, Chromatin_Structure|DNase-seq|T47d, Chromatin_Structure|DNase-seq|Hmec, Chromatin_Structure|DNase-seq|Mcf7, Chromatin_Structure|FAIRE|Huvec, Chromatin_Structure|DNase-seq|Fibrobl, Chromatin_Structure|FAIRE|Hepg2, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|MAX, Protein_Binding|ChIP-seq|YY1, Protein_Binding|ChIP-seq|BCLAF1, Protein_Binding|ChIP-seq|E2F6, Protein_Binding|ChIP-seq|MYC, Protein_Binding|ChIP-seq|MYC, Protein_Binding|ChIP-seq|MYC, Protein_Binding|ChIP-seq|ZNF263, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF"	"1f"
"chr6"	36068303	"rs7761118"	"Single_Nucleotides|eQTL|SLC26A8, Protein_Binding|ChIP-seq|GATA1, Protein_Binding|ChIP-seq|ETS1"	"1f"
"chr6"	36084672	"rs7752459"	"Single_Nucleotides|eQTL|SLC26A8, Protein_Binding|ChIP-seq|GATA1, Protein_Binding|ChIP-seq|GATA1, Protein_Binding|ChIP-seq|GATA1"	"1f"
"chr7"	26853934	"rs3823934"	"Single_Nucleotides|eQTL|CBX3, Chromatin_Structure|FAIRE|Gliobla, Chromatin_Structure|DNase-seq|Hsmm"	"1f"
"chr7"	26860134	"rs17315775"	"Single_Nucleotides|eQTL|CBX3, Motifs|PWM|COUP-TF=HNF-4, Motifs|PWM|NR2F1, Motifs|PWM|Dmbx1, Chromatin_Structure|FAIRE|Gliobla, Protein_Binding|ChIP-exo|CTCF"	"1f"
"chr7"	26897439	"rs3801807"	"Single_Nucleotides|eQTL|CBX3, Chromatin_Structure|FAIRE|Gliobla, Chromatin_Structure|DNase-seq|Gliobla, Chromatin_Structure|DNase-seq|Gm12878, Chromatin_Structure|DNase-seq|Rptec, Chromatin_Structure|DNase-seq|Hrgec, Chromatin_Structure|DNase-seq|Skmc, Chromatin_Structure|DNase-seq|Hmvecdlyad, Chromatin_Structure|DNase-seq|Ag04450, Chromatin_Structure|DNase-seq|Nb4, Chromatin_Structure|DNase-seq|Hpf, Chromatin_Structure|DNase-seq|Huvec, Chromatin_Structure|DNase-seq|Hasp, Chromatin_Structure|DNase-seq|Hmvecdblneo, Chromatin_Structure|DNase-seq|Hre, Chromatin_Structure|DNase-seq|Panc1, Chromatin_Structure|DNase-seq|Hrce, Chromatin_Structure|DNase-seq|Hmveclbl, Chromatin_Structure|DNase-seq|Hmveclly"	"1f"
"chr7"	50466304	"rs11978267"	"Single_Nucleotides|eQTL|ZNFN1A1, Motifs|PWM|FOXP1, Chromatin_Structure|DNase-seq|Gm19240, Chromatin_Structure|DNase-seq|T47d, Chromatin_Structure|DNase-seq|Gm19239, Chromatin_Structure|DNase-seq|Hepatocytes, Chromatin_Structure|DNase-seq|K562, Chromatin_Structure|DNase-seq|Fibrobl, Chromatin_Structure|DNase-seq|H1hesc, Chromatin_Structure|DNase-seq|Hsmmt, Chromatin_Structure|DNase-seq|Progfib, Chromatin_Structure|DNase-seq|Mcf7, Chromatin_Structure|DNase-seq|Chorion, Chromatin_Structure|DNase-seq|Huh7, Chromatin_Structure|FAIRE|Gm12892, Chromatin_Structure|FAIRE|Urotsa"	"1f"
"chr12"	9910164	"rs4763879"	"Single_Nucleotides|eQTL|CLEC2B, Single_Nucleotides|eQTL|CLEC2D, Single_Nucleotides|eQTL|DCAL1, Motifs|PWM|P50:P50, Chromatin_Structure|FAIRE|Gm19239, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|CREBBP"	"1f"
"chr12"	56401085	"rs10876864"	"Single_Nucleotides|eQTL|RPS26, Single_Nucleotides|eQTL|RPS26, Single_Nucleotides|eQTL|RPS26, Single_Nucleotides|eQTL|RPS26, Chromatin_Structure|DNase-seq|Huh75, Chromatin_Structure|DNase-seq|Helas3, Chromatin_Structure|DNase-seq|Lncap, Chromatin_Structure|DNase-seq|T47d, Chromatin_Structure|DNase-seq|Helas3Ifna4h, Chromatin_Structure|DNase-seq|K562, Chromatin_Structure|DNase-seq|H1hesc, Chromatin_Structure|DNase-seq|Huh7, Chromatin_Structure|DNase-seq|Huvec, Chromatin_Structure|DNase-seq|Mcf7, Chromatin_Structure|DNase-seq|Gm12891, Chromatin_Structure|FAIRE|Hepg2, Chromatin_Structure|DNase-seq|8988t, Chromatin_Structure|DNase-seq|Progfib, Chromatin_Structure|DNase-seq|Hepg2, Chromatin_Structure|DNase-seq|Phte, Chromatin_Structure|DNase-seq|Gm12878, Chromatin_Structure|DNase-seq|Chorion, Chromatin_Structure|DNase-seq|Gm12892, Chromatin_Structure|DNase-seq|Gm19240, Chromatin_Structure|DNase-seq|Gm19238, Chromatin_Structure|DNase-seq|Hmec, Chromatin_Structure|FAIRE|Huvec, Chromatin_Structure|DNase-seq|Stellate, Chromatin_Structure|DNase-seq|Hasp, Chromatin_Structure|DNase-seq|H9es, Chromatin_Structure|DNase-seq|Gm19239, Chromatin_Structure|DNase-seq|Ips, Chromatin_Structure|DNase-seq|A549, Chromatin_Structure|DNase-seq|Osteobl, Chromatin_Structure|DNase-seq|Mcf7, Chromatin_Structure|DNase-seq|Gliobla, Chromatin_Structure|DNase-seq|Hsmm, Chromatin_Structure|DNase-seq|Cll, Chromatin_Structure|DNase-seq|Panislets, Chromatin_Structure|DNase-seq|Urotsa, Chromatin_Structure|DNase-seq|Myometr, Chromatin_Structure|DNase-seq|Lncap, Chromatin_Structure|DNase-seq|Melano, Chromatin_Structure|DNase-seq|Nhek, Chromatin_Structure|DNase-seq|Fibrop, Chromatin_Structure|FAIRE|Helas3, Chromatin_Structure|DNase-seq|Hsmmt, Chromatin_Structure|DNase-seq|Htr8, Chromatin_Structure|DNase-seq|Fibrobl, Chromatin_Structure|DNase-seq|Gm18507, Chromatin_Structure|DNase-seq|UrotsaUt189, Chromatin_Structure|DNase-seq|Panisd, Chromatin_Structure|FAIRE|Helas3, Chromatin_Structure|DNase-seq|Medullo, Chromatin_Structure|DNase-seq|Hpde6e6e7, Chromatin_Structure|FAIRE|Gm12892, Chromatin_Structure|FAIRE|Gm18507, Chromatin_Structure|FAIRE|Helas3, Chromatin_Structure|DNase-seq|Hepatocytes, Chromatin_Structure|FAIRE|K562, Chromatin_Structure|FAIRE|Gm19239, Chromatin_Structure|DNase-seq|Aosmc, Chromatin_Structure|DNase-seq|Hrgec, Chromatin_Structure|DNase-seq|Hcfaa, Chromatin_Structure|DNase-seq|Wi38, Chromatin_Structure|DNase-seq|Hpf, Chromatin_Structure|DNase-seq|Hpaf, Chromatin_Structure|DNase-seq|Hnpce, Chromatin_Structure|DNase-seq|Hmveclbl, Chromatin_Structure|DNase-seq|Hah, Chromatin_Structure|DNase-seq|Hac, Chromatin_Structure|DNase-seq|Aoaf, Chromatin_Structure|DNase-seq|Nhdfad, Chromatin_Structure|DNase-seq|Nhdfneo, Chromatin_Structure|DNase-seq|Hrpe, Chromatin_Structure|DNase-seq|Hpdlf, Chromatin_Structure|DNase-seq|Hmvecdneo, Chromatin_Structure|DNase-seq|Hff, Chromatin_Structure|DNase-seq|Hconf, Chromatin_Structure|DNase-seq|Hcm, Chromatin_Structure|DNase-seq|Hae, Chromatin_Structure|DNase-seq|Gm12865, Chromatin_Structure|DNase-seq|Gm06990, Chromatin_Structure|DNase-seq|Be2c, Chromatin_Structure|DNase-seq|Ag04450, Chromatin_Structure|DNase-seq|Nhlf, Chromatin_Structure|DNase-seq|Panc1, Chromatin_Structure|DNase-seq|Werirb1, Chromatin_Structure|DNase-seq|Hl60, Chromatin_Structure|DNase-seq|Th1, Chromatin_Structure|DNase-seq|Rptec, Chromatin_Structure|DNase-seq|Monocd14, Chromatin_Structure|DNase-seq|Hrce, Chromatin_Structure|DNase-seq|Hmvecdblneo, Chromatin_Structure|DNase-seq|Hgf, Chromatin_Structure|DNase-seq|Hbmec, Chromatin_Structure|DNase-seq|Ag10803, Chromatin_Structure|DNase-seq|Sknmc, Chromatin_Structure|DNase-seq|Skmc, Chromatin_Structure|DNase-seq|Nha, Chromatin_Structure|DNase-seq|Hffmyc, Chromatin_Structure|DNase-seq|Hcpe, Chromatin_Structure|DNase-seq|Bj, Chromatin_Structure|DNase-seq|Ag09319, Chromatin_Structure|DNase-seq|Ag09309, Chromatin_Structure|DNase-seq|Wi38, Chromatin_Structure|DNase-seq|Saec, Chromatin_Structure|DNase-seq|Nb4, Chromatin_Structure|DNase-seq|Hmf, Chromatin_Structure|DNase-seq|Hipe, Chromatin_Structure|DNase-seq|Hvmf, Protein_Binding|ChIP-seq|GABPA, Protein_Binding|ChIP-seq|SMARCC1, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|SMARCB1, Protein_Binding|ChIP-seq|MYC, Protein_Binding|ChIP-seq|ELK4, Protein_Binding|ChIP-seq|NR2C2, Protein_Binding|ChIP-seq|TBP, Protein_Binding|ChIP-seq|NR2C2, Protein_Binding|ChIP-seq|JUND, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|GTF2F1, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|IRF1, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|TAF1, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|TAF1, Protein_Binding|ChIP-seq|HEY1, Protein_Binding|ChIP-seq|HEY1, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|TAF1, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|IRF4, Protein_Binding|ChIP-seq|IRF4, Protein_Binding|ChIP-seq|POU2F2, Protein_Binding|ChIP-seq|POU2F2, Protein_Binding|ChIP-seq|POU2F2, Protein_Binding|ChIP-seq|POU2F2, Protein_Binding|ChIP-seq|TAF1, Protein_Binding|ChIP-seq|SRF, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|SP1, Protein_Binding|ChIP-seq|TAF1, Protein_Binding|ChIP-seq|TAF1, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|SIN3A, Protein_Binding|ChIP-seq|EP300, Protein_Binding|ChIP-seq|YY1, Protein_Binding|ChIP-seq|SRF, Protein_Binding|ChIP-seq|SRF, Protein_Binding|ChIP-seq|SIN3A, Protein_Binding|ChIP-seq|YY1, Protein_Binding|ChIP-seq|EP300, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|MYC, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|ZNF143, Protein_Binding|ChIP-seq|NFKB1, Protein_Binding|ChIP-seq|MXI1, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|RFX5, Protein_Binding|ChIP-seq|SMC3, Protein_Binding|ChIP-seq|E2F4, Protein_Binding|ChIP-seq|MYC, Protein_Binding|ChIP-seq|MYC, Protein_Binding|ChIP-seq|YY1, Protein_Binding|ChIP-seq|ELF1, Protein_Binding|ChIP-seq|HNF4A, Protein_Binding|ChIP-seq|ETS1, Protein_Binding|ChIP-seq|EP300, Protein_Binding|ChIP-seq|EP300, Protein_Binding|ChIP-seq|RAD21, Protein_Binding|ChIP-seq|NR2C2"	"1f"
"chr12"	56403577	"rs772921"	"Single_Nucleotides|eQTL|RAB5B, Single_Nucleotides|eQTL|RPS26, Protein_Binding|ChIP-seq|HNF4A"	"1f"
