DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2018-04-06	29404672	Roshandel D	2018-02-05	Diabetologia	www.ncbi.nlm.nih.gov/pubmed/29404672	Meta-genome-wide association studies identify a locus on chromosome 1 and multiple variants in the MHC region for serum C-peptide in type 1 diabetes.	C-peptide levels in type I diabetes	3,479 European ancestry individuals	NA	6p22.1	6	30133199	MHC	TRIM31-AS1 - TRIM40	104533120	135644		18475	2799	rs61211515-?	rs61211515	0	61211515	intergenic_variant	1	0.16	2E-6	5.698970004336019				Illumina [7988630] (imputed)	N	C-peptide measurement, type I diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0005187, http://www.ebi.ac.uk/efo/EFO_0001359	GCST005436	Genome-wide genotyping array
2018-04-06	29404672	Roshandel D	2018-02-05	Diabetologia	www.ncbi.nlm.nih.gov/pubmed/29404672	Meta-genome-wide association studies identify a locus on chromosome 1 and multiple variants in the MHC region for serum C-peptide in type 1 diabetes.	C-peptide levels in type I diabetes	3,479 European ancestry individuals	NA	6p21.32	6	32700662	MHC	HLA-DQB1 - MTCO3P1	3119	404026		33973	5482	rs3135002-A	rs3135002	0	3135002	regulatory_region_variant	1	0.03	7E-8	7.154901959985743				Illumina [7988630] (imputed)	N	C-peptide measurement, type I diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0005187, http://www.ebi.ac.uk/efo/EFO_0001359	GCST005436	Genome-wide genotyping array
2018-04-06	29404672	Roshandel D	2018-02-05	Diabetologia	www.ncbi.nlm.nih.gov/pubmed/29404672	Meta-genome-wide association studies identify a locus on chromosome 1 and multiple variants in the MHC region for serum C-peptide in type 1 diabetes.	Random C-peptide levels in type I diabetes	1,497 European ancestry individuals	NA	6p21.32	6	32700662	MHC	HLA-DQB1 - MTCO3P1	3119	404026		33973	5482	rs3135002-A	rs3135002	0	3135002	regulatory_region_variant	1	0.03	3E-8	7.522878745280337				Illumina [8320327] (imputed)	N	C-peptide measurement, type I diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0005187, http://www.ebi.ac.uk/efo/EFO_0001359	GCST005437	Genome-wide genotyping array
2011-10-26	21980299	Bradfield JP	2011-09-29	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21980299	A genome-wide meta-analysis of six type 1 diabetes cohorts identifies multiple associated loci.	Type 1 diabetes	9,934 European ancestry cases, 16,956 European ancestry controls	1,120 European ancestry affected trios	13q22.2	13	75752146	LMO7	LMO7			4008			rs539514-?	rs539514	0	539514	intron_variant	0	0.50	6E-11	10.221848749616356		1.43	[NR]	Affymetrix, Illumina [~ 2540000] (imputed)	N	type I diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001359	GCST001255	Genome-wide genotyping array
2011-10-26	21980299	Bradfield JP	2011-09-29	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21980299	A genome-wide meta-analysis of six type 1 diabetes cohorts identifies multiple associated loci.	Type 1 diabetes	9,934 European ancestry cases, 16,956 European ancestry controls	1,120 European ancestry affected trios	2p23.3	2	25078886	EFR3B, 3NCOA1, C2orf79, CENPO, ADCY3, DNAJC27, POMC, DNMT3A	EFR3B			22979			rs478222-?	rs478222	0	478222	intron_variant	0	0.59	4E-9	8.397940008672037		1.22	[NR]	Affymetrix, Illumina [~ 2540000] (imputed)	N	type I diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001359	GCST001255	Genome-wide genotyping array
2011-10-26	21980299	Bradfield JP	2011-09-29	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21980299	A genome-wide meta-analysis of six type 1 diabetes cohorts identifies multiple associated loci.	Type 1 diabetes	9,934 European ancestry cases, 16,956 European ancestry controls	1,120 European ancestry affected trios	6q27	6	170063801	WDR27, C6orf120, PHF10, TCTE3, C6orf208, LOC154449, DLL1, FAM120B, PSMB1, TBP, PCD2	LOC105378150 - LOC101929614	105378150	101929614		28405	82670	rs924043-?	rs924043	0	924043	intergenic_variant	1	0.85	8E-9	8.096910013008056		1.35	[NR]	Affymetrix, Illumina [~ 2540000] (imputed)	N	type I diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001359	GCST001255	Genome-wide genotyping array
2011-10-26	21980299	Bradfield JP	2011-09-29	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21980299	A genome-wide meta-analysis of six type 1 diabetes cohorts identifies multiple associated loci.	Type 1 diabetes	9,934 European ancestry cases, 16,956 European ancestry controls	1,120 European ancestry affected trios	7p15.1	7	28189423	LOC100128081	JAZF1-AS1			100128081			rs550448-?	rs550448	0	550448	intron_variant	0	0.86	5E-7	6.301029995663981		1.32	[NR]	Affymetrix, Illumina [~ 2540000] (imputed)	N	type I diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001359	GCST001255	Genome-wide genotyping array
2011-10-26	21980299	Bradfield JP	2011-09-29	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21980299	A genome-wide meta-analysis of six type 1 diabetes cohorts identifies multiple associated loci.	Type 1 diabetes	9,934 European ancestry cases, 16,956 European ancestry controls	1,120 European ancestry affected trios	8q24.12	8	118965098	TNFRSF11B	COLEC10			10584			rs12679857-?	rs12679857	0	12679857	intergenic_variant	0	0.69	4E-7	6.3979400086720375		1.2	[NR]	Affymetrix, Illumina [~ 2540000] (imputed)	N	type I diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001359	GCST001255	Genome-wide genotyping array
2011-10-26	21980299	Bradfield JP	2011-09-29	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21980299	A genome-wide meta-analysis of six type 1 diabetes cohorts identifies multiple associated loci.	Type 1 diabetes	9,934 European ancestry cases, 16,956 European ancestry controls	1,120 European ancestry affected trios	2p23.2	2	28423934	FOSL2	FOSL2 - LOC102723530	2355	102723530		6622	24586	rs6547853-?	rs6547853	0	6547853	regulatory_region_variant	1	0.60	8E-7	6.096910013008056		1.19	[NR]	Affymetrix, Illumina [~ 2540000] (imputed)	N	type I diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001359	GCST001255	Genome-wide genotyping array
2011-10-26	21980299	Bradfield JP	2011-09-29	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21980299	A genome-wide meta-analysis of six type 1 diabetes cohorts identifies multiple associated loci.	Type 1 diabetes	9,934 European ancestry cases, 16,956 European ancestry controls	1,120 European ancestry affected trios	11q13.3	11	69781755	NR	FGF4 - FGF3	2249	2248		6352	28213	rs4084127-?	rs4084127	0	4084127	intergenic_variant	1	NR	3E-6	5.522878745280337		1.11	[NR]	Affymetrix, Illumina [~ 2540000] (imputed)	N	type I diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001359	GCST001255	Genome-wide genotyping array
2011-10-26	21980299	Bradfield JP	2011-09-29	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21980299	A genome-wide meta-analysis of six type 1 diabetes cohorts identifies multiple associated loci.	Type 1 diabetes	9,934 European ancestry cases, 16,956 European ancestry controls	1,120 European ancestry affected trios	10q24.2	10	98540425	NR	HPSE2			60495			rs10786436-T	rs10786436	0	10786436	intron_variant	0	NR	8E-7	6.096910013008056		1.1	[NR]	Affymetrix, Illumina [~ 2540000] (imputed)	N	type I diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001359	GCST001255	Genome-wide genotyping array
2011-10-26	21980299	Bradfield JP	2011-09-29	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21980299	A genome-wide meta-analysis of six type 1 diabetes cohorts identifies multiple associated loci.	Type 1 diabetes	9,934 European ancestry cases, 16,956 European ancestry controls	1,120 European ancestry affected trios	14q11.2	14	23370824	NR	EFS - IL25	10278	64806		5191	1985	rs10137082-?	rs10137082	0	10137082	intergenic_variant	1	NR	6E-6	5.221848749616356		1.1	[NR]	Affymetrix, Illumina [~ 2540000] (imputed)	N	type I diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001359	GCST001255	Genome-wide genotyping array
2008-06-16	17632545	Hakonarson H	2007-07-15	Nature	www.ncbi.nlm.nih.gov/pubmed/17632545	A genome-wide association study identifies KIAA0350 as a type 1 diabetes gene.	Type 1 diabetes	467 European ancestry trios, 561 European ancestry cases, 1,143 European ancestry controls	390 European ancestry trios, 1,333 European ancestry cases from 549 families	16p13.13	16	11144926	KIAA0350	CLEC16A			23274			rs2903692-G	rs2903692	0	2903692	intron_variant	0	0.62	7E-11	10.154901959985743		1.54	[1.32-1.79]	Illumina [543071]	N	type I diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001359	GCST000054	Genome-wide genotyping array
2008-06-16	17632545	Hakonarson H	2007-07-15	Nature	www.ncbi.nlm.nih.gov/pubmed/17632545	A genome-wide association study identifies KIAA0350 as a type 1 diabetes gene.	Type 1 diabetes	467 European ancestry trios, 561 European ancestry cases, 1,143 European ancestry controls	390 European ancestry trios, 1,333 European ancestry cases from 549 families	6p21.32	6	32700133	HLA-DRB1	HLA-DQB1 - MTCO3P1	3119	404026		33444	6011	rs2647044-A	rs2647044	0	2647044	intergenic_variant	1	0.13	1E-16	16.0		8.3	[6.97-9.89]	Illumina [543071]	N	type I diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001359	GCST000054	Genome-wide genotyping array
2008-06-16	17632545	Hakonarson H	2007-07-15	Nature	www.ncbi.nlm.nih.gov/pubmed/17632545	A genome-wide association study identifies KIAA0350 as a type 1 diabetes gene.	Type 1 diabetes	467 European ancestry trios, 561 European ancestry cases, 1,143 European ancestry controls	390 European ancestry trios, 1,333 European ancestry cases from 549 families	1p13.2	1	113834946	PTPN22	PTPN22, AP4B1-AS1			26191, 100287722			rs2476601-A	rs2476601	0	2476601	missense_variant	0	0.09	1E-7	7.0		1.8	[1.44-2.24]	Illumina [543071]	N	type I diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001359	GCST000054	Genome-wide genotyping array
2008-06-16	17632545	Hakonarson H	2007-07-15	Nature	www.ncbi.nlm.nih.gov/pubmed/17632545	A genome-wide association study identifies KIAA0350 as a type 1 diabetes gene.	Type 1 diabetes	467 European ancestry trios, 561 European ancestry cases, 1,143 European ancestry controls	390 European ancestry trios, 1,333 European ancestry cases from 549 families	11p15.5	11	2148913	INS	INS-IGF2, IGF2			723961, 3481			rs1004446-C	rs1004446	0	1004446	intron_variant	0	0.65	4E-9	8.397940008672037		1.61	[1.37-1.89]	Illumina [543071]	N	type I diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001359	GCST000054	Genome-wide genotyping array
2008-11-26	18978792	Cooper JD	2008-11-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978792	Meta-analysis of genome-wide association study data identifies additional type 1 diabetes risk loci.	Type 1 diabetes	3,561 European ancestry cases, 4,646 European ancestry controls	6,225 European ancestry cases, 6,946 European ancestry controls, 3,064 European ancestry trios from 2,828 families	2p23.3	2	24469940	intergenic	LOC105374329 - NCOA1	105374329	8648		6786	22110	rs2165738-C	rs2165738	0	2165738	intergenic_variant	1	0.27	4E-6	5.3979400086720375		1.07	[1.01-1.13]	Affymetrix [up to 335565]	N	type I diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001359	GCST000258	Genome-wide genotyping array
2008-11-26	18978792	Cooper JD	2008-11-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978792	Meta-analysis of genome-wide association study data identifies additional type 1 diabetes risk loci.	Type 1 diabetes	3,561 European ancestry cases, 4,646 European ancestry controls	6,225 European ancestry cases, 6,946 European ancestry controls, 3,064 European ancestry trios from 2,828 families	6q15	6	90248512	BACH2	BACH2			60468			rs11755527-G	rs11755527	0	11755527	intron_variant	0	0.47	5E-12	11.301029995663981		1.13	[1.08-1.19]	Affymetrix [up to 335565]	N	type I diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001359	GCST000258	Genome-wide genotyping array
2008-11-26	18978792	Cooper JD	2008-11-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978792	Meta-analysis of genome-wide association study data identifies additional type 1 diabetes risk loci.	Type 1 diabetes	3,561 European ancestry cases, 4,646 European ancestry controls	6,225 European ancestry cases, 6,946 European ancestry controls, 3,064 European ancestry trios from 2,828 families	10p15.1	10	6348488	PRKCQ	LOC399716			399716			rs947474-G	rs947474	0	947474	regulatory_region_variant	0	0.19	4E-9	8.397940008672037		1.1	[1.03-1.18]	Affymetrix [up to 335565]	N	type I diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001359	GCST000258	Genome-wide genotyping array
2008-11-26	18978792	Cooper JD	2008-11-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978792	Meta-analysis of genome-wide association study data identifies additional type 1 diabetes risk loci.	Type 1 diabetes	3,561 European ancestry cases, 4,646 European ancestry controls	6,225 European ancestry cases, 6,946 European ancestry controls, 3,064 European ancestry trios from 2,828 families	15q25.1	15	78943104	CTSH	CTSH			1512			rs3825932-T	rs3825932	0	3825932	intron_variant	0	0.68	3E-15	14.522878745280337		1.16	[1.10-1.22]	Affymetrix [up to 335565]	N	type I diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001359	GCST000258	Genome-wide genotyping array
2008-11-26	18978792	Cooper JD	2008-11-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978792	Meta-analysis of genome-wide association study data identifies additional type 1 diabetes risk loci.	Type 1 diabetes	3,561 European ancestry cases, 4,646 European ancestry controls	6,225 European ancestry cases, 6,946 European ancestry controls, 3,064 European ancestry trios from 2,828 families	22q12.3	22	37195278	C1QTNF6	C1QTNF6			114904			rs229541-T	rs229541	0	229541	intron_variant	0	0.43	2E-8	7.698970004336019		1.11	[1.05-1.16]	Affymetrix [up to 335565]	N	type I diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001359	GCST000258	Genome-wide genotyping array
2008-11-26	18978792	Cooper JD	2008-11-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978792	Meta-analysis of genome-wide association study data identifies additional type 1 diabetes risk loci.	Type 1 diabetes	3,561 European ancestry cases, 4,646 European ancestry controls	6,225 European ancestry cases, 6,946 European ancestry controls, 3,064 European ancestry trios from 2,828 families	16p13.13	16	11270222	TNP2, PRM3, C16orf75	LOC105371082			105371082			rs416603-T	rs416603	0	416603	intron_variant	0	0.44	3E-6	5.522878745280337		1.06	[1.01-1.12]	Affymetrix [up to 335565]	N	type I diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001359	GCST000258	Genome-wide genotyping array
2008-11-26	18978792	Cooper JD	2008-11-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978792	Meta-analysis of genome-wide association study data identifies additional type 1 diabetes risk loci.	Type 1 diabetes	3,561 European ancestry cases, 4,646 European ancestry controls	6,225 European ancestry cases, 6,946 European ancestry controls, 3,064 European ancestry trios from 2,828 families	1p13.2	1	113761186	PTPN22	PHTF1 - RSBN1	10745	54665		1298	646	rs6679677-A	rs6679677	0	6679677	intergenic_variant	1	NR	1E-40	40.0				Affymetrix [up to 335565]	N	type I diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001359	GCST000258	Genome-wide genotyping array
2008-11-26	18978792	Cooper JD	2008-11-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978792	Meta-analysis of genome-wide association study data identifies additional type 1 diabetes risk loci.	Type 1 diabetes	3,561 European ancestry cases, 4,646 European ancestry controls	6,225 European ancestry cases, 6,946 European ancestry controls, 3,064 European ancestry trios from 2,828 families	2q33.2	2	203874196	CTLA4	CTLA4 - LOC101927840	1493	101927840		236	58119	rs3087243-A	rs3087243	0	3087243	intergenic_variant	1	NR	8E-11	10.096910013008056				Affymetrix [up to 335565]	N	type I diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001359	GCST000258	Genome-wide genotyping array
2008-11-26	18978792	Cooper JD	2008-11-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978792	Meta-analysis of genome-wide association study data identifies additional type 1 diabetes risk loci.	Type 1 diabetes	3,561 European ancestry cases, 4,646 European ancestry controls	6,225 European ancestry cases, 6,946 European ancestry controls, 3,064 European ancestry trios from 2,828 families	6p21.32	6	32636595	HLA	HLA-DRB1 - LOC107986589	3123	107986589		46759	593	rs9272346-G	rs9272346	0	9272346	intron_variant	1	NR	6E-129	128.22184874961636				Affymetrix [up to 335565]	N	type I diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001359	GCST000258	Genome-wide genotyping array
2008-11-26	18978792	Cooper JD	2008-11-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978792	Meta-analysis of genome-wide association study data identifies additional type 1 diabetes risk loci.	Type 1 diabetes	3,561 European ancestry cases, 4,646 European ancestry controls	6,225 European ancestry cases, 6,946 European ancestry controls, 3,064 European ancestry trios from 2,828 families	10p15.1	10	6081532	IL2RA	RPL32P23 - RBM17	644020	84991		9611	7454	rs12251307-T	rs12251307	0	12251307	intergenic_variant	1	NR	2E-6	5.698970004336019				Affymetrix [up to 335565]	N	type I diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001359	GCST000258	Genome-wide genotyping array
2008-11-26	18978792	Cooper JD	2008-11-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978792	Meta-analysis of genome-wide association study data identifies additional type 1 diabetes risk loci.	Type 1 diabetes	3,561 European ancestry cases, 4,646 European ancestry controls	6,225 European ancestry cases, 6,946 European ancestry controls, 3,064 European ancestry trios from 2,828 families	12q24.13	12	112049014	C12orf30	NAA25			80018			rs17696736-G	rs17696736	0	17696736	intron_variant	0	NR	6E-18	17.221848749616356				Affymetrix [up to 335565]	N	type I diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001359	GCST000258	Genome-wide genotyping array
2008-11-26	18978792	Cooper JD	2008-11-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978792	Meta-analysis of genome-wide association study data identifies additional type 1 diabetes risk loci.	Type 1 diabetes	3,561 European ancestry cases, 4,646 European ancestry controls	6,225 European ancestry cases, 6,946 European ancestry controls, 3,064 European ancestry trios from 2,828 families	12q13.2	12	56088396	ERBB3	ERBB3			2065			rs2292239-A	rs2292239	0	2292239	intron_variant	0	NR	3E-16	15.522878745280337				Affymetrix [up to 335565]	N	type I diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001359	GCST000258	Genome-wide genotyping array
2008-11-26	18978792	Cooper JD	2008-11-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978792	Meta-analysis of genome-wide association study data identifies additional type 1 diabetes risk loci.	Type 1 diabetes	3,561 European ancestry cases, 4,646 European ancestry controls	6,225 European ancestry cases, 6,946 European ancestry controls, 3,064 European ancestry trios from 2,828 families	16p13.13	16	11086016	CLEC16A	CLEC16A			23274			rs12708716-G	rs12708716	0	12708716	intron_variant	0	NR	7E-13	12.154901959985743				Affymetrix [up to 335565]	N	type I diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001359	GCST000258	Genome-wide genotyping array
