SNP	SNP_Chromosome	SNP_Locus	Gene_Name	Gene_Chromosome	Gene_Start	Gene_End	Tissue	p-value	Adj_p-value	Effect_Size	Cell_Lines	Cell_Lines_HiC_scores	HiC_Contact_Score	GTEx_cis_p_Threshold	cis_SNP-gene_interaction	SNP-gene_Distance	Expression_Level_In_eQTL_Tissue	Max_Expressed_Tissue	Maximum_Expression_Level	Min_Expressed_Tissue	Min_Expression_Level
rs16884694	6	36063162	SLC26A8	6	35911291	35992645	Adrenal_Gland	8.14138e-16	2.2084662988505745e-15	1.861574	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	4.33, 8.00, 6.29, 5.20, 8.00	31.8190	NA	True	70517
rs1131017	12	56435929	RPS26	12	56435637	56438116	Adrenal_Gland	6.02365e-53	4.585746451612903e-52	-1.495864	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	2.33, 1.33, 1.71, 1.60, 2.00	8.9810	NA	True	0
rs2847280	18	12779342	RP11-973H7.1	18	12774650	12775922	Adrenal_Gland	7.23837e-09	1.2469016934306568e-08	-1.779181	NA	NA	NA	IMR90, KBM7	0.57, 0.40	0.9714	NA	True	3420
rs142216833	1	78848779	DNAJB4	1	78444859	78483648	Adrenal_Gland	0.00224909	0.0022780482403433476	-0.698873	NA	NA	NA	IMR90, KBM7	0.29, 0.40	0.6857	NA	True	365131
rs2289702	15	79237293	CTSH	15	79213400	79241916	Adrenal_Gland	4.57185e-12	9.99033888888889e-12	-1.181778	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	5.67, 6.67, 6.86, 8.40, 8.00	35.5905	NA	True	0
rs2542148	18	12777573	RP11-973H7.1	18	12774650	12775922	Artery_Aorta	5.8578399999999996e-21	1.974928914285714e-20	-2.147863	NA	NA	NA	HMEC, HUVEC, KBM7, NHEK	0.33, 0.67, 0.40, 2.00	3.4000	NA	True	1651
rs34843303	15	79234470	CTSH	15	79213400	79241916	Artery_Aorta	6.559479999999999e-20	2.0640497066666663e-19	-1.274345	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	3.67, 6.67, 4.57, 8.00, 4.00	26.9048	NA	True	0
rs12446550	16	28543381	SULT1A2	16	28603264	28608430	Artery_Aorta	1.43178e-18	4.2951402531645575e-18	1.211234	NA	NA	NA	HMEC, KBM7	0.33, 0.40	0.7333	NA	True	59883
rs1794528	6	32672439	HLA-DRA	6	32407619	32412823	Artery_Aorta	0.00025666	0.0002857158490566038	0.47645	NA	NA	NA	IMR90	0.57	0.5714	NA	True	259616
rs1131017	12	56435929	RPS26	12	56435637	56438116	Artery_Aorta	7.660989999999998e-107	1.2053290933333331e-105	-1.859585	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	2.33, 1.33, 1.71, 1.60, 2.00	8.9810	NA	True	0
rs1131017	12	56435929	SUOX	12	56390964	56400425	Artery_Aorta	3.35677e-18	9.780218765432099e-18	0.228682	NA	NA	NA	HMEC, HUVEC, IMR90	0.67, 2.00, 1.71	4.3810	NA	True	35504
rs2857595	6	31568469	MSH5	6	31707725	31730575	Artery_Aorta	3.38049e-06	4.432198e-06	-0.206861	NA	NA	NA	HUVEC, IMR90, KBM7	0.67, 0.57, 0.80	2.0381	NA	True	139256
rs9911533	17	38775476	SMARCE1	17	38781214	38804760	Artery_Coronary	2.92309e-10	5.748743666666666e-10	-0.162311	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	2.33, 3.33, 5.14, 2.00, 10.00	22.8095	NA	True	5738
rs1131017	12	56435929	RPS26	12	56435637	56438116	Artery_Coronary	2.8087600000000002e-56	2.2857495172413794e-55	-1.91766	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	2.33, 1.33, 1.71, 1.60, 2.00	8.9810	NA	True	0
rs402072	19	47219122	PRKD2	19	47177532	47220384	Artery_Coronary	4.11125e-08	6.691413793103448e-08	0.393649	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	7.00, 15.33, 10.86, 10.40, 8.00	51.5905	NA	True	0
rs16884628	6	36057968	SLC26A8	6	35911291	35992645	Artery_Coronary	3.33336e-07	4.886167453416149e-07	1.31951	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	2.67, 7.33, 6.86, 2.80, 2.00	21.6571	NA	True	65323
rs2289702	15	79237293	CTSH	15	79213400	79241916	Artery_Coronary	1.68733e-12	3.7566969811320755e-12	-1.263415	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	5.67, 6.67, 6.86, 8.40, 8.00	35.5905	NA	True	0
rs11564236	12	40828306	SLC2A13	12	40148823	40499891	Artery_Tibial	0.000338197	0.0003747159248826291	0.432239	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7	1.67, 2.00, 2.00, 2.40	8.0667	NA	True	328415
rs4897182	6	126755642	CENPW	6	126661320	126670021	Artery_Tibial	2.3279e-05	2.891496842105263e-05	-0.208567	NA	NA	NA	HMEC, IMR90	0.33, 0.29	0.6190	NA	True	85621
rs7237497	18	12777325	RP11-973H7.1	18	12774650	12775922	Artery_Tibial	2.1441400000000002e-33	1.0542021666666668e-32	-2.6985	NA	NA	NA	HMEC, HUVEC, KBM7, NHEK	0.33, 0.67, 0.40, 2.00	3.4000	NA	True	1403
rs376732583	6	36010692	SLC26A8	6	35911291	35992645	Artery_Tibial	8.58522e-15	2.202295565217391e-14	1.361237	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	3.67, 4.00, 6.57, 4.40, 2.00	20.6381	NA	True	18047
rs1131017	12	56435929	RPS26	12	56435637	56438116	Artery_Tibial	1.5726199999999996e-178	1.2371277333333332e-176	-2.014936	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	2.33, 1.33, 1.71, 1.60, 2.00	8.9810	NA	True	0
rs2289702	15	79237293	CTSH	15	79213400	79241916	Artery_Tibial	3.9468000000000004e-27	1.5524080000000002e-26	-1.118758	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	5.67, 6.67, 6.86, 8.40, 8.00	35.5905	NA	True	0
rs113208333	16	28606160	SULT1A2	16	28603264	28608430	Brain_Amygdala	2.38967e-09	4.440646614173228e-09	1.216803	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7	2.33, 3.33, 3.43, 2.80	11.8952	NA	True	0
rs1131017	12	56435929	RPS26	12	56435637	56438116	Brain_Amygdala	1.9891399999999998e-29	9.027635384615384e-29	-1.719804	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	2.33, 1.33, 1.71, 1.60, 2.00	8.9810	NA	True	0
rs1131017	12	56435929	SUOX	12	56390964	56400425	Brain_Amygdala	5.65756e-07	7.947524761904761e-07	0.290027	NA	NA	NA	HMEC, HUVEC, IMR90	0.67, 2.00, 1.71	4.3810	NA	True	35504
rs1264352	6	30789647	ATAT1	6	30594619	30614600	Brain_Amygdala	3.03124e-05	3.687487835051546e-05	0.203645	NA	NA	NA	HMEC, IMR90	0.33, 0.86	1.1905	NA	True	175047
rs11708955	3	49540114	APEH	3	49711435	49721379	Brain_Amygdala	0.00145525	0.0014932130434782609	0.094129	NA	NA	NA	HUVEC, IMR90, KBM7	0.67, 0.29, 0.40	1.3524	NA	True	171321
rs1131017	12	56435929	RPS26	12	56435637	56438116	Brain_Anterior_cingulate_cortex_BA24	4.6706799999999994e-32	2.2495519999999996e-31	-1.400943	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	2.33, 1.33, 1.71, 1.60, 2.00	8.9810	NA	True	0
rs1131017	12	56435929	SUOX	12	56390964	56400425	Brain_Anterior_cingulate_cortex_BA24	3.48976e-07	5.083847901234568e-07	0.233455	NA	NA	NA	HMEC, HUVEC, IMR90	0.67, 2.00, 1.71	4.3810	NA	True	35504
rs4890117	17	38778488	SMARCE1	17	38781214	38804760	Brain_Anterior_cingulate_cortex_BA24	0.000394336	0.000434875214953271	-0.078617	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7	3.00, 2.67, 5.14, 3.60	14.4095	NA	True	2726
rs10876864	12	56401085	SUOX	12	56390964	56400425	Brain_Caudate_basal_ganglia	4.66846e-10	8.885133548387096e-10	0.217359	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7	1.67, 3.33, 3.43, 2.40	10.8286	NA	True	660
rs5753025	22	30542157	CTA-85E5.10	22	30404731	30476162	Brain_Caudate_basal_ganglia	4.79216e-05	5.740861725888325e-05	0.362022	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7	0.33, 2.67, 0.29, 1.20	4.4857	NA	True	65995
rs679574	19	49206108	FUT2	19	49199228	49209207	Brain_Caudate_basal_ganglia	1.72942e-09	3.26514496e-09	0.523027	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	4.33, 10.67, 7.14, 4.40, 6.00	32.5429	NA	True	0
rs62034322	16	28535834	CCDC101	16	28565247	28603111	Brain_Caudate_basal_ganglia	0.00213058	0.0021673141379310343	-0.164597	NA	NA	NA	HMEC, IMR90	0.33, 0.86	1.1905	NA	True	29413
rs1131017	12	56435929	RPS26	12	56435637	56438116	Brain_Caudate_basal_ganglia	3.36435e-50	2.335254705882353e-49	-1.631662	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	2.33, 1.33, 1.71, 1.60, 2.00	8.9810	NA	True	0
rs10876864	12	56401085	SUOX	12	56390964	56400425	Brain_Cerebellar_Hemisphere	3.25948e-10	6.357332892561983e-10	0.306989	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7	1.67, 3.33, 3.43, 2.40	10.8286	NA	True	660
rs679574	19	49206108	NTN5	19	49164664	49176338	Brain_Cerebellar_Hemisphere	4.75166e-07	6.837754634146341e-07	0.522716	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7	0.67, 3.33, 0.86, 2.40	7.2571	NA	True	29770
rs1131017	12	56435929	RPS26	12	56435637	56438116	Brain_Cerebellar_Hemisphere	1.3349499999999998e-52	9.845256249999998e-52	-1.738786	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	2.33, 1.33, 1.71, 1.60, 2.00	8.9810	NA	True	0
rs886423	6	30782205	MUC21	6	30951495	30957680	Brain_Cerebellar_Hemisphere	0.00339712	0.0034261552136752135	-1.762354	NA	NA	NA	IMR90, NHEK	0.57, 2.00	2.5714	NA	True	169290
rs1131017	12	56435929	RPS26	12	56435637	56438116	Brain_Cerebellum	9.111639999999997e-65	8.270565538461535e-64	-1.804403	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	2.33, 1.33, 1.71, 1.60, 2.00	8.9810	NA	True	0
rs12333525	7	26847762	SKAP2	7	26706681	27034858	Brain_Cerebellum	1.40988e-07	2.1890242105263156e-07	-0.647786	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	9.67, 16.67, 13.14, 21.20, 38.00	98.6762	NA	True	0
rs4149398	16	28608938	SULT1A2	16	28603264	28608430	Brain_Cerebellum	4.92786e-07	7.048333090909091e-07	0.727169	NA	NA	NA	HMEC, IMR90, KBM7	0.33, 0.29, 0.40	1.0190	NA	True	508
rs2728723	X	153948687	F8	X	154064063	154251028	Brain_Cortex	4.98888e-06	6.504838011049724e-06	0.096878	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	1.33, 2.00, 3.14, 8.00, 2.00	16.4762	NA	True	115376
rs1131017	12	56435929	RPS26	12	56435637	56438116	Brain_Cortex	8.87702e-49	5.985647771428571e-48	-1.439517	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	2.33, 1.33, 1.71, 1.60, 2.00	8.9810	NA	True	0
rs1131017	12	56435929	RPS26	12	56435637	56438116	Brain_Frontal_Cortex_BA9	8.33e-44	5.173368421052631e-43	-1.401254	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	2.33, 1.33, 1.71, 1.60, 2.00	8.9810	NA	True	0
rs10876864	12	56401085	SUOX	12	56390964	56400425	Brain_Hippocampus	3.41969e-09	6.208052615384615e-09	0.267491	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7	1.67, 3.33, 3.43, 2.40	10.8286	NA	True	660
rs679574	19	49206108	MAMSTR	19	49215999	49222978	Brain_Hippocampus	3.00048e-05	3.676476476683938e-05	0.492847	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7	2.00, 2.67, 4.86, 2.00	11.5238	NA	True	9891
rs1131017	12	56435929	RPS26	12	56435637	56438116	Brain_Hippocampus	1.44061e-37	7.55519911111111e-37	-1.802352	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	2.33, 1.33, 1.71, 1.60, 2.00	8.9810	NA	True	0
rs9858418	3	49543288	DAG1	3	49506146	49573048	Brain_Hypothalamus	0.000950267	0.0009923142123893806	0.137817	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	5.00, 9.33, 13.43, 8.80, 10.00	46.5619	NA	True	0
rs9858418	3	49543288	NICN1	3	49460959	49466759	Brain_Hypothalamus	0.0014757	0.0015076415584415585	0.107162	NA	NA	NA	HUVEC, IMR90	0.67, 0.57	1.2381	NA	True	76529
rs1131017	12	56435929	RPS26	12	56435637	56438116	Brain_Hypothalamus	1.3038999999999999e-36	6.689573913043477e-36	-1.611503	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	2.33, 1.33, 1.71, 1.60, 2.00	8.9810	NA	True	0
rs1131017	12	56435929	SUOX	12	56390964	56400425	Brain_Hypothalamus	5.74208e-08	9.218577414965986e-08	0.269401	NA	NA	NA	HMEC, HUVEC, IMR90	0.67, 2.00, 1.71	4.3810	NA	True	35504
rs1130457	6	32627367	HLA-DQB1-AS1	6	32628132	32628506	Brain_Hypothalamus	1.82977e-09	3.427188253968254e-09	-2.28868	NA	NA	NA	HMEC, HUVEC, KBM7	0.33, 0.67, 0.40	1.4000	NA	True	765
rs10876864	12	56401085	SUOX	12	56390964	56400425	Brain_Nucleus_accumbens_basal_ganglia	4.50243e-07	6.518855705521473e-07	0.228768	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7	1.67, 3.33, 3.43, 2.40	10.8286	NA	True	660
rs2847274	18	12777603	RP11-973H7.1	18	12774650	12775922	Brain_Nucleus_accumbens_basal_ganglia	2.48391e-07	3.686809811320754e-07	-2.01658	NA	NA	NA	HMEC, HUVEC, KBM7, NHEK	0.33, 0.67, 0.40, 2.00	3.4000	NA	True	1681
rs1131017	12	56435929	RPS26	12	56435637	56438116	Brain_Nucleus_accumbens_basal_ganglia	1.9757199999999998e-51	1.4129391515151513e-50	-1.756021	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	2.33, 1.33, 1.71, 1.60, 2.00	8.9810	NA	True	0
rs546217	2	25311537	POMC	2	25383722	25391772	Brain_Putamen_basal_ganglia	3.00661e-05	3.676476476683938e-05	0.965389	NA	NA	NA	HUVEC, IMR90, KBM7, NHEK	1.33, 1.43, 0.80, 2.00	5.5619	NA	True	72185
rs281377	19	49206603	MAMSTR	19	49215999	49222978	Brain_Putamen_basal_ganglia	5.32211e-06	6.901197582417583e-06	-0.45134	NA	NA	NA	HMEC, IMR90	0.33, 0.86	1.1905	NA	True	9396
rs3842748	11	2181395	IGF2-AS	11	2161731	2169894	Brain_Putamen_basal_ganglia	9.40784e-07	1.2983919532163742e-06	-1.227989	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	0.33, 0.67, 1.43, 2.40, 4.00	8.8286	NA	True	11501
rs679574	19	49206108	NTN5	19	49164664	49176338	Brain_Putamen_basal_ganglia	0.000225689	0.0002524294028436019	0.409433	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7	0.67, 3.33, 0.86, 2.40	7.2571	NA	True	29770
rs1131017	12	56435929	RPS26	12	56435637	56438116	Brain_Putamen_basal_ganglia	5.28318e-41	3.041049951219512e-40	-1.722484	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	2.33, 1.33, 1.71, 1.60, 2.00	8.9810	NA	True	0
rs1131017	12	56435929	RPS26	12	56435637	56438116	Brain_Spinal_cord_cervical_c-1	1.60275e-28	6.877254545454546e-28	-2.030278	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	2.33, 1.33, 1.71, 1.60, 2.00	8.9810	NA	True	0
rs1131017	12	56435929	RPS26	12	56435637	56438116	Brain_Substantia_nigra	4.13862e-22	1.415528e-21	-1.588057	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	2.33, 1.33, 1.71, 1.60, 2.00	8.9810	NA	True	0
rs12043133	1	200741713	CSRP1	1	201452658	201478584	Breast_Mammary_Tissue	0.00066497	0.0007133314545454545	0.102992	NA	NA	NA	HMEC, HUVEC	0.33, 1.33	1.6667	NA	True	710945
rs12556398	X	135680970	MAP7D3	X	135295381	135338641	Breast_Mammary_Tissue	0.00427134	0.004289515914893616	-0.083515	NA	NA	NA	IMR90, KBM7	0.57, 0.40	0.9714	NA	True	342329
rs1131017	12	56435929	RPS26	12	56435637	56438116	Breast_Mammary_Tissue	1.4567199999999996e-100	1.909921777777777e-99	-2.325077	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	2.33, 1.33, 1.71, 1.60, 2.00	8.9810	NA	True	0
rs7752459	6	36084672	MAPK14	6	35995488	36079013	Breast_Mammary_Tissue	9.79301e-05	0.00011219176504854368	-0.165884	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	8.67, 19.33, 16.86, 14.40, 18.00	77.2571	NA	True	5659
rs61195139	6	36046226	SLC26A8	6	35911291	35992645	Breast_Mammary_Tissue	1.92293e-17	5.467608192771084e-17	1.293655	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	1.00, 4.00, 4.57, 4.00, 4.00	17.5714	NA	True	53581
rs10876864	12	56401085	RPS26	12	56435637	56438116	Cells_EBV-transformed_lymphocytes	6.47117e-43	3.8179903000000003e-42	-2.012215	NA	NA	NA	HUVEC, IMR90, KBM7, NHEK	0.67, 0.57, 0.40, 2.00	3.6381	NA	True	34552
rs11102694	1	114426001	AP4B1-AS1	1	114399257	114443857	Cells_EBV-transformed_lymphocytes	0.000589973	0.0006357699908675799	-0.370062	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	4.00, 6.67, 6.86, 6.00, 6.00	29.5238	NA	True	0
rs72727394	15	38847022	RASGRP1	15	38780304	38857776	Cells_EBV-transformed_lymphocytes	8.09094e-07	1.1232128470588235e-06	1.040091	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	9.00, 19.33, 21.71, 13.20, 28.00	91.2476	NA	True	0
rs11552449	1	114448389	AP4B1-AS1	1	114399257	114443857	Cells_Transformed_fibroblasts	2.40206e-11	4.972685614035088e-11	-0.616447	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	1.67, 8.00, 6.29, 6.40, 2.00	24.3524	NA	True	4532
rs679574	19	49206108	FUT2	19	49199228	49209207	Cells_Transformed_fibroblasts	9.73367e-07	1.335550069767442e-06	-0.342786	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	4.33, 10.67, 7.14, 4.40, 6.00	32.5429	NA	True	0
rs56249713	18	67533332	CD226	18	67498394	67629039	Cells_Transformed_fibroblasts	0.000549221	0.0005973094746543778	0.373297	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	6.33, 10.00, 14.86, 11.60, 14.00	56.7905	NA	True	0
rs1131017	12	56435929	RPS26	12	56435637	56438116	Cells_Transformed_fibroblasts	4.845439999999999e-99	6.018546526315788e-98	-1.699786	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	2.33, 1.33, 1.71, 1.60, 2.00	8.9810	NA	True	0
rs113885326	6	36013511	SLC26A8	6	35911291	35992645	Cells_Transformed_fibroblasts	2.50761e-08	4.138433286713287e-08	1.198276	NA	NA	NA	HMEC, IMR90	0.33, 0.86	1.1905	NA	True	20866
rs7771484	6	36062991	SLC26A8	6	35911291	35992645	Colon_Sigmoid	2.24753e-06	2.9967066666666665e-06	1.21176	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	4.33, 8.00, 6.29, 5.20, 8.00	31.8190	NA	True	70346
rs1131017	12	56435929	RPS26	12	56435637	56438116	Colon_Sigmoid	3.7898799999999996e-89	3.888746434782608e-88	-2.188386	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	2.33, 1.33, 1.71, 1.60, 2.00	8.9810	NA	True	0
rs1131017	12	56435929	SUOX	12	56390964	56400425	Colon_Sigmoid	1.03694e-12	2.375901359223301e-12	0.255646	NA	NA	NA	HMEC, HUVEC, IMR90	0.67, 2.00, 1.71	4.3810	NA	True	35504
rs313839	19	47221557	PRKD2	19	47177532	47220384	Colon_Sigmoid	5.19665e-09	9.290980303030304e-09	0.287435	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	7.67, 16.00, 11.43, 11.60, 12.00	58.6952	NA	True	1173
rs2847293	18	12782448	RP11-973H7.1	18	12774650	12775922	Colon_Sigmoid	4.47938e-15	1.1877906516853932e-14	-2.092575	NA	NA	NA	HMEC, IMR90, KBM7, NHEK	0.33, 0.57, 0.80, 2.00	3.7048	NA	True	6526
rs2542148	18	12777573	RP11-973H7.1	18	12774650	12775922	Colon_Transverse	1.09199e-19	3.3909163157894735e-19	-2.075046	NA	NA	NA	HMEC, HUVEC, KBM7, NHEK	0.33, 0.67, 0.40, 2.00	3.4000	NA	True	1651
rs7745082	6	36065622	SLC26A8	6	35911291	35992645	Colon_Transverse	7.94584e-12	1.689385801801802e-11	1.049439	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	5.67, 5.33, 8.57, 10.00, 2.00	31.5714	NA	True	72977
rs1131017	12	56435929	RPS26	12	56435637	56438116	Colon_Transverse	1.1957999999999999e-114	2.1708369230769228e-113	-1.804592	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	2.33, 1.33, 1.71, 1.60, 2.00	8.9810	NA	True	0
rs402072	19	47219122	PRKD2	19	47177532	47220384	Colon_Transverse	7.48967e-08	1.1942987297297297e-07	0.2032	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	7.00, 15.33, 10.86, 10.40, 8.00	51.5905	NA	True	0
rs10876870	12	56478002	SUOX	12	56390964	56400425	Colon_Transverse	1.41047e-14	3.5792572043010756e-14	0.253994	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7	0.33, 2.00, 1.14, 0.80	4.2762	NA	True	77577
rs2289702	15	79237293	CTSH	15	79213400	79241916	Colon_Transverse	3.99362e-12	8.80835813084112e-12	-0.804893	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	5.67, 6.67, 6.86, 8.40, 8.00	35.5905	NA	True	0
rs1131017	12	56435929	RPS26	12	56435637	56438116	Esophagus_Gastroesophageal_Junction	1.6768899999999997e-89	1.798845636363636e-88	-2.183067	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	2.33, 1.33, 1.71, 1.60, 2.00	8.9810	NA	True	0
rs58583792	6	36000702	SLC26A8	6	35911291	35992645	Esophagus_Gastroesophageal_Junction	5.05728e-07	7.189867951807228e-07	1.410161	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7, NHEK	3.00, 4.67, 5.43, 6.40, 4.00	23.4952	NA	True	8057
rs4890117	17	38778488	SMARCE1	17	38781214	38804760	Esophagus_Gastroesophageal_Junction	7.6424e-16	2.0972167441860466e-15	-0.145335	NA	NA	NA	HMEC, HUVEC, IMR90, KBM7	3.00, 2.67, 5.14, 3.60	14.4095	NA	True	2726
rs2847293	18	12782448	RP11-973H7.1	18	12774650	12775922	Esophagus_Gastroesophageal_Junction	3.71717e-19	1.1392884675324675e-18	-2.234626	NA	NA	NA	HMEC, IMR90, KBM7, NHEK	0.33, 0.57, 0.80, 2.00	3.7048	NA	True	6526
